timestamp,numSegments,distinctMouseMotions,avgLength,avgTime,avgSpeed,varSpeed,varAcc,humanInteraction
2024-09-05 12:04:34.765,70,60,8.803888564405243,170.7,0.49010158744997756,0.4840098396109319,1712.1347352315124,0
2024-09-05 12:06:46.483,85,68,9.654851863606998,138.8235294117647,0.3839455129757303,0.40256946117139225,1767.446316817309,0
2024-09-05 12:08:47.607,49,40,7.715608150879784,36.857142857142854,0.4881084730110413,0.35352605769587603,2449.4220621230465,0
2024-09-05 12:10:24.434,9,9,37.14040420039911,16.333333333333332,2.292465232297512,1.4269147362520742,5111.113445418185,0
2024-09-05 12:10:43.659,99,78,12.681846013164309,91.22222222222223,null,null,null,0
2024-09-05 12:13:52.664,68,63,25.389260691329962,82.95588235294117,1.447086752880243,2.6328703605857533,8681.745335264097,0
2024-09-05 12:16:34.662,111,60,9.412300725059783,102.68468468468468,0.5712080699620252,1.8570748445767937,7903.961628146287,0
2024-09-05 12:19:52.063,33,32,12.119566622523543,87.78787878787878,0.7452444406877355,0.8999357023961413,3960.9250127944038,0
2024-09-05 12:23:07.609,106,90,11.549154103745957,42.5188679245283,0.6958012030618107,0.4033531904514932,1491.5210818056826,0
2024-09-05 12:24:00.763,78,67,11.992864360991057,136.10256410256412,0.5175050429118853,0.3644264942009017,2532.999298327939,0
2024-09-05 12:28:33.985,154,127,12.657034661371217,77.2987012987013,0.7378915380117056,0.975737920808883,4067.0956877933086,0
2024-09-05 12:28:58.344,55,50,10.03966733737891,186.12727272727273,0.6085654859653896,0.9078992684536769,3521.6511630352074,0
2024-09-05 12:30:47.889,216,172,16.03023952698161,53.43518518518518,0.954301773785348,1.5354464548016384,6054.495926627817,0
2024-09-05 12:31:39.916,23,22,9.346705824277313,44.56521739130435,0.5790399453426123,0.100545248025187,412.11568306651935,0
2024-09-05 12:35:15.198,9,9,36.446022221362824,86.44444444444444,2.354246596974429,3.369270407813664,10484.818423604705,0
2024-09-05 12:37:58.460,143,108,6.948311665714834,72.95804195804196,0.4101609287437287,0.20481868725013647,966.6635732794568,0
2024-09-05 12:38:46.329,74,58,10.760710787522983,28.635135135135137,0.648298451386171,1.5816887813801608,7122.192084440539,0
2024-09-05 12:40:55.470,79,71,13.831103684067278,82.63291139240506,0.813624986755061,1.1590188824465726,4220.8038732193545,0
2024-09-05 12:42:43.935,203,97,5.842223444684762,55.52709359605911,0.3487390538433399,0.5285931144763953,1995.4064680339775,0
